Infinitive,Partizip II,Hilfsverb
bestufen,bestuft,haben
bestuben,bestubt,haben
bestupfen,bestupft,haben
bestülpen,bestülpt,haben
bestruppen,bestruppt,haben
bestuhlgängeln,bestuhlgängelt,haben
bestrohen,bestroht,haben
beströmen,beströmt,haben
bezeigen,bezeigt,haben
umzonen,umgezont,haben
modellieren,modelliert,haben
betuscheln,betuschelt,haben
betupfen,betupft,haben
betun,betan,haben
bewurzeln,bewurzelt,haben
bewuchern,bewuchert,haben
dahinscheiden,dahingeschieden,sein
betropfen,betropft,haben
betröpfeln,betröpfelt,haben
bestrammen,bestrammt,haben
bespülen,bespült,haben
dahinraffen,dahingerafft,haben
berußen,berußt,haben
berennen,berannt,haben
tottreten,totgetreten,haben
bedröhnen,bedröhnt,haben
beschuppen,beschuppt,haben
beschubsen,beschubst,haben
besammeln,besammelt,haben
beschwägern,beschwägert,haben
besichern,besichert,haben
belernen,belernt,haben
beleumunden,beleumundet,haben
beluchsen,beluchst,haben
vorstehen,vorgestanden,haben
beräumen,beräumt,haben
hinscheiden,hingeschieden,sein
überhelfen,überholfen,haben
besömmern,besömmert,haben
sömmern,gesömmert,haben
bespiegeln,bespiegelt,haben
beschleusen,beschleust,haben
beschnarchen,beschnarcht,haben
bemisstrauen,bemisstraut,haben
frei geben,frei gegeben,haben
belehen,beleht,haben
anheimfallen,anheimgefallen,sein
hinüberbefördern,hinüberbefördert,haben
wegätzen,weggeätzt,haben
flenzen,geflenzt,haben
idealisieren,idealisiert,haben
beampeln,beampelt,haben
befetten,befettet,haben
befiedern,befiedert,haben
bebunkern,bebunkert,haben
bekreuzen,bekreuzt,haben
beerden,beerdet,haben
bevorworten,bevorwortet,haben
bevorschussen,bevorschusst,haben
bevogten,bevogtet,haben
bevorraten,bevorratet,haben
bewimpeln,bewimpelt,haben
abschotten,abgeschottet,haben
auftauen,aufgetaut,haben
benedizieren,benediziert,haben
reanimieren,reanimiert,haben
beanschriften,beanschriftet,haben
bemündeln,bemündelt,haben
bevorrechten,bevorrechtet,haben
bevorrechtigen,bevorrechtigt,haben
anspornen,angespornt,haben
versenken,versenkt,haben
versinken,versunken,sein
einsinken,eingesunken,sein
atrophieren,atrophiert,haben
entarten,entartet,haben
nobilitieren,nobilitiert,haben
bestoßen,bestoßen,haben
bestopfen,bestopft,haben
bewaldrechten,bewaldrechtet,haben
betexten,betextet,haben
entmisten,entmistet,haben
bemoosen,bemoost,haben
einkaufsbummeln,einkaufsgebummelt,sein
bemeiern,bemeiert,haben
berenten,berentet,haben
beschiffen,beschifft,haben
besanden,besandet,haben
kalzinieren,kalziniert,haben
magnetisieren,magnetisiert,haben
austricksen,ausgetrickst,haben
beauflagen,beauflagt,haben
beaufschlagen,beaufschlagt,haben
beforsten,beforstet,haben
beförstern,beförstert,haben
bekrusten,bekrustet,haben
beelenden,beelendet,haben
begönnern,begönnert,haben
begichten,begichtet,haben
bekalmen,bekalmt,haben
belauben,belaubt,haben
beseligen,beseligt,haben
berücken,berückt,haben
bemasten,bemastet,haben
bemausen,bemaust,haben
bespiken,bespikt,haben
berohren,berohrt,haben
bestöpseln,bestöpselt,haben
besternen,besternt,haben
besterben,bestorben,sein
bestieben,bestoben,haben
bestielen,bestielt,haben
bestiften,bestiftet,haben
bestillen,bestillt,haben
bestöbern,bestöbert,haben
bestochern,bestochert,haben
bestocken,bestockt,haben
erahnen,erahnt,haben
verkleinern,verkleinert,haben
hineinpassen,hineingepasst,haben
verhelfen,verholfen,haben
erarmen,erarmt,sein
erbeben,erbebt,sein
erbellen,erbellt,haben
erbetteln,erbettelt,haben
übermannen,übermannt,haben
erblonden,erblondet,sein
erblühen,erblüht,sein
erblicken,erblickt,haben
ergehen,ergangen,haben
erschöpfen,erschöpft,haben
ertauben,ertaubt,haben
ergrünen,ergrünt,sein
ererben,ererbt,haben
erhungern,erhungert,haben
erjagen,erjagt,haben
erlaben,erlabt,haben
hinaufeilen,hinaufgeeilt,sein
emporklimmen,emporgeklommen,sein
absacken,abgesackt,sein
schmitzen,geschmitzt,haben
danebenbenehmen,danebenbenommen,haben
müßiggehen,müßiggegangen,sein
pingen,gepingt,haben
erklingen,erklungen,sein
erglimmen,erglommen,sein
erglänzen,erglänzt,sein
erglühen,erglüht,sein
erstrahlen,erstrahlt,sein
erhellen,erhellt,haben
satthören,sattgehört,haben
ermächtigen,ermächtigt,haben
ermäßigen,ermäßigt,haben
anblitzen,angeblitzt,haben
erschnuppern,erschnuppert,haben
erschnüffeln,erschnüffelt,haben
erriechen,errochen,haben
ertanzen,ertanzt,haben
ersingen,ersungen,haben
erringen,errungen,haben
erfechten,erfochten,haben
zermürben,zermürbt,haben
erstreiten,erstritten,haben
erfighten,erfightet,haben
durchboxen,durchgeboxt,haben
aufreißen,aufgerissen,haben
erdichten,erdichtet,haben
erheucheln,erheuchelt,haben
erlügen,erlogen,haben
erlisten,erlistet,haben
erschnappen,erschnappt,haben
erhaschen,erhascht,haben
ertasten,ertastet,haben
erklügeln,erklügelt,haben
klügeln,geklügelt,haben
erschwindeln,erschwindelt,haben
ernüchtern,ernüchtert,haben
desillusionieren,desillusioniert,haben
erlahmen,erlahmt,sein
ermatten,ermattet,sein
hamburgern,gehamburgert,haben
tyrannisieren,tyrannisiert,haben
wiederaufbereiten,wiederaufbereitet,haben
strukturieren,strukturiert,haben
erschwingen,erschwungen,haben
erkühnen,erkühnt,haben
ersehnen,ersehnt,haben
ergreisen,ergreist,sein
erträumen,erträumt,haben
ersparen,erspart,haben
ertrotzen,ertrotzt,haben
erwehren,erwehrt,haben
ersteigern,ersteigert,haben
erwünschen,erwünscht,haben
erzittern,erzittert,sein
ausweiten,ausgeweitet,haben
erweichen,erweicht,haben
hinunterwürgen,hinuntergewürgt,haben
auswechseln,ausgewechselt,haben
erwirken,erwirkt,haben
erwirtschaften,erwirtschaftet,haben
auswaschen,ausgewaschen,haben
erwählen,erwählt,haben
ersehen,ersehen,haben
erretten,errettet,haben
erstarken,erstarkt,sein
erstürmen,erstürmt,haben
hinausekeln,hinausgeekelt,haben
erflehen,erfleht,haben
erhärten,erhärtet,haben
hinausposaunen,hinausposaunt,haben
hinaustrompeten,hinaustrompetet,haben
stillschweigen,stillgeschwiegen,haben
dichthalten,dichtgehalten,haben
herniederschweben,herniedergeschwebt,sein
herabschweben,herabgeschwebt,sein
emporschweben,emporgeschwebt,sein
auswalzen,ausgewalzt,haben
austrocknen,ausgetrocknet,haben
erstinken,erstunken,sein
erwandern,erwandert,haben
hochspielen,hochgespielt,haben
andünsten,angedünstet,haben
herumlungern,herumgelungert,haben
erspähen,erspäht,haben
erschauen,erschaut,haben
erlernen,erlernt,haben
erspüren,erspürt,haben
zurückreichen,zurückgereicht,haben
herkommen,hergekommen,sein
einsacken,eingesackt,sein
erhorchen,erhorcht,haben
erlauschen,erlauscht,haben
ausstauben,ausgestaubt,haben
ermessen,ermessen,haben
ermangeln,ermangelt,haben
erschürfen,erschürft,haben
mandatieren,mandatiert,haben
ergraben,ergraben,haben
erbohren,erbohrt,haben
erbreiten,erbreitet,haben
erspurten,erspurtet,haben
ersprinten,ersprintet,haben
erspringen,ersprungen,haben
erturnen,erturnt,haben
ersegeln,ersegelt,haben
hinunterdrücken,hinuntergedrückt,haben
errudern,errudert,haben
erschwimmen,erschwommen,haben
erpaddeln,erpaddelt,haben
erfliegen,erflogen,haben
erklettern,erklettert,haben
aufwirbeln,aufgewirbelt,haben
erheitern,erheitert,haben
abrechnen,abgerechnet,haben
spaten,gespatet,haben
ertesten,ertestet,haben
ergrübeln,ergrübelt,haben
ertüfteln,ertüftelt,haben
ertippen,ertippt,haben
niederschießen,niedergeschossen,haben
abknallen,abgeknallt,haben
eräugen,eräugt,haben
erbranden,erbrandet,sein
auseinanderbiegen,auseinandergebogen,haben
erbrausen,erbraust,sein
erdröhnen,erdröhnt,haben
erzeigen,erzeigt,haben
erkünsteln,erkünstelt,haben
erheiraten,erheiratet,haben
ermannen,ermannt,haben
hinabklettern,hinabgeklettert,sein
emporklettern,emporgeklettert,sein
hinunterklettern,hinuntergeklettert,sein
ergoogeln,ergoogelt,haben
erborgen,erborgt,haben
erpochen,erpocht,haben
hochklettern,hochgeklettert,sein
vereinen,vereint,haben
hinaufklimmen,hinaufgeklommen,sein
erzüchten,erzüchtet,haben
ersättigen,ersättigt,haben
erschmecken,erschmeckt,haben
erdrücken,erdrückt,haben
erschimmern,erschimmert,sein
erschmeicheln,erschmeichelt,haben
erlosen,erlost,haben
durcheinanderbringen,durcheinandergebracht,haben
ersiegen,ersiegt,haben
erloten,erlotet,haben
erschmelzen,erschmolzen,haben
erspinnen,ersponnen,haben
erweben,erwoben,haben
erschmieren,erschmiert,haben
ersprießen,ersprossen,sein
erbrüsten,erbrüstet,haben
erschaudern,erschaudert,sein
erschauern,erschauert,sein
erdauern,erdauert,haben
erharren,erharrt,haben
erhandeln,erhandelt,haben
aufwärtsfahren,aufwärtsgefahren,sein
errackern,errackert,haben
erschuften,erschuftet,haben
abwärtsfahren,abwärtsgefahren,sein
erraffen,errafft,haben
erramschen,erramscht,haben
erbrüten,erbrütet,haben
erbrüllen,erbrüllt,sein
erbrummen,erbrummt,haben
erbuhlen,erbuhlt,haben
erbuben,erbubt,haben
erschlafen,erschlafen,haben
widerstreiten,widerstritten,haben
widerstreben,widerstrebt,haben
entzweihacken,entzweigehackt,haben
widersagen,widersagt,haben
widerreden,widerredet,haben
widerraten,widerraten,haben
widereinanderstoßen,widereinandergestoßen,sein
widerhallen,widergehallt,haben
widerschallen,widergeschallt,haben
widerklingen,widergeklungen,haben
widerstrahlen,widergestrahlt,haben
widerscheinen,widergeschienen,haben
entasten,entastet,haben
entästen,entästet,haben
entbasten,entbastet,haben
entblättern,entblättert,haben
entbeinen,entbeint,haben
entknochen,entknocht,haben
entbleien,entbleit,haben
entchloren,entchlort,haben
entschwefeln,entschwefelt,haben
entwurmen,entwurmt,haben
entschuppen,entschuppt,haben
entrosten,entrostet,haben
überfluten,überflutet,haben
entsteinen,entsteint,haben
steinen,gesteint,haben
entfärben,entfärbt,haben
entschrotten,entschrottet,haben
überschwemmen,überschwemmt,haben
klarkommen,klargekommen,sein
klarlegen,klargelegt,haben
klarmachen,klargemacht,haben
entkrauten,entkrautet,haben
entölen,entölt,haben
entaschen,entascht,haben
entgraten,entgratet,haben
entsalzen,entsalzt,haben
entgasen,entgast,haben
koken,gekokt,haben
entloben,entlobt,haben
entgelten,entgolten,haben
entäußern,entäußert,haben
entrußen,entrußt,haben
entrippen,entrippt,haben
straufen,gestrauft,haben
entsahnen,entsahnt,haben
sahnen,gesahnt,haben
entstielen,entstielt,haben
zerstückeln,zerstückelt,haben
zerhacken,zerhackt,haben
entschlacken,entschlackt,haben
entsteigen,entstiegen,sein
kleinhalten,kleingehalten,haben
komplettieren,komplettiert,haben
vandalieren,vandaliert,haben
melieren,meliert,haben
dabeihaben,dabeigehabt,haben
vandalisieren,vandalisiert,haben
entzücken,entzückt,haben
entspiegeln,entspiegelt,haben
entzaubern,entzaubert,haben
entkrampfen,entkrampft,haben
entfeuchten,entfeuchtet,haben
entfleischen,entfleischt,haben
schubladisieren,schubladisiert,haben
entstören,entstört,haben
entblocken,entblockt,haben
entsäuern,entsäuert,haben
entsumpfen,entsumpft,haben
sumpfen,gesumpft,haben
entschulden,entschuldet,haben
mitbestimmen,mitbestimmt,haben
entgleiten,entglitten,sein
entlocken,entlockt,haben
entanonymisieren,entanonymisiert,haben
entglorifizieren,entglorifiziert,haben
entmythisieren,entmythisiert,haben
anonymisieren,anonymisiert,haben
glorifizieren,glorifiziert,haben
visualisieren,visualisiert,haben
zentralisieren,zentralisiert,haben
dezentralisieren,dezentralisiert,haben
Benutzer:Udo T./gehen,gegangen,sein
schwerfallen,schwergefallen,sein
absehen,abgesehen,haben
anmerken,angemerkt,haben
mitkriegen,mitgekriegt,haben
interpolieren,interpoliert,haben
aufsaugen,aufgesaugt,haben
davonlaufen,davongelaufen,sein
anregen,angeregt,haben
anfachen,angefacht,haben
herbeieilen,herbeigeeilt,sein
antrinken,angetrunken,haben
zerfetzen,zerfetzt,haben
aufheitern,aufgeheitert,haben
aufgreifen,aufgegriffen,haben
verseuchen,verseucht,haben
auseinanderhalten,auseinandergehalten,haben
herhalten,hergehalten,haben
vorenthalten,vorenthalten,haben
ozonisieren,ozonisiert,haben
zuhalten,zugehalten,haben
mithalten,mitgehalten,haben
stillhalten,stillgehalten,haben
vorhalten,vorgehalten,haben
zurückbehalten,zurückbehalten,haben
beibehalten,beibehalten,haben
heraushalten,herausgehalten,haben
zusammenhalten,zusammengehalten,haben
bereithalten,bereitgehalten,haben
hochgehen,hochgegangen,sein
wegfallen,weggefallen,sein
hinaufgehen,hinaufgegangen,sein
verläppern,verläppert,haben
verkleppern,verkleppert,haben
oxydieren,oxydiert,haben
dalken,gedalkt,haben
telben,getolben,haben
hupfen,gehupft,sein
schwalchen,geschwalcht,haben
soupieren,soupiert,haben
belgen,gebolgen,haben
abschießen,abgeschossen,haben
hochstilisieren,hochstilisiert,haben
verschärfen,verschärft,haben
verkeilen,verkeilt,haben
vornüberbeugen,vornübergebeugt,haben
verleiten,verleitet,haben
rhodinieren,rhodiniert,haben
pecken,gepeckt,haben
aufpecken,aufgepeckt,haben
zukommen,zugekommen,sein
unterkommen,untergekommen,sein
einblenden,eingeblendet,haben
aufheizen,aufgeheizt,haben
verstauchen,verstaucht,haben
duplieren,dupliert,haben
dublieren,dubliert,haben
doublieren,doubliert,haben
gegenprüfen,gegengeprüft,haben
gewahren,gewahrt,haben
einweichen,eingeweicht,haben
freischalten,freigeschaltet,haben
nahebringen,nahegebracht,haben
watschen,gewatscht,haben
retirieren,retiriert,sein
bekanntgeben,bekanntgegeben,haben
aufeinanderbeißen,aufeinandergebissen,haben
bekannt geben,bekannt gegeben,haben
auffliegen,aufgeflogen,sein
auskundschaften,ausgekundschaftet,haben
nachzählen,nachgezählt,haben
zuwiderhandeln,zuwidergehandelt,haben
auseinandergehen,auseinandergegangen,sein
disqualifizieren,disqualifiziert,haben
daherreden,dahergeredet,haben
harpunieren,harpuniert,haben
translatieren,translatiert,haben
herumkrakeelen,herumkrakeelt,haben
nassauern,genassauert,haben
handyfonieren,handyfoniert,haben
anfüllen,angefüllt,haben
ausstechen,ausgestochen,haben
abmarschieren,abmarschiert,haben
aussäen,ausgesät,haben
ösen,geöst,haben
polen,gepolt,haben
wegleugnen,weggeleugnet,haben
fossilisieren,fossilisiert,sein
entzweigehen,entzweigegangen,sein
schlechtmachen,schlechtgemacht,haben
zusammenballen,zusammengeballt,haben
zusammenbinden,zusammengebunden,haben
hinterhertelefonieren,hinterhertelefoniert,haben
untermieten,untergemietet,haben
aufeinanderfolgen,aufeinandergefolgt,sein
herangehen,herangegangen,sein
einfordern,eingefordert,haben
verwischen,verwischt,haben
auseinanderbauen,auseinandergebaut,haben
zusammenbauen,zusammengebaut,haben
durcheinanderessen,durcheinandergegessen,haben
voranstellen,vorangestellt,haben
nahestehen,nahegestanden,haben
menetekeln,menetekelt,haben
auslernen,ausgelernt,haben
nachbestellen,nachbestellt,haben
mitverdienen,mitverdient,haben
auseinandernehmen,auseinandergenommen,haben
turren,geturst,haben
schiedsrichtern,geschiedsrichtert,haben
schiedsen,geschiedst,haben
silikonieren,silikoniert,haben
silikonisieren,silikonisiert,haben
laminieren,laminiert,haben
auswerfen,ausgeworfen,haben
überwachsen,überwachsen,haben
palisieren,palisiert,haben
einstecken,eingesteckt,haben
umlagern,umgelagert,haben
abschirmen,abgeschirmt,haben
immunisieren,immunisiert,haben
entgegenbringen,entgegengebracht,haben
spachen,gespacht,haben
zusammenfügen,zusammengefügt,haben
überstrahlen,überstrahlt,haben
vermauern,vermauert,haben
dazwischenfahren,dazwischengefahren,sein
dazwischenfunken,dazwischengefunkt,haben
kontemplieren,kontempliert,haben
klimatisieren,klimatisiert,haben
doxen,gedoxt,haben
braaien,gebraait,haben
zurechtrücken,zurechtgerückt,haben
hindurchfließen,hindurchgeflossen,sein
übereinanderstapeln,übereinandergestapelt,haben
zwangsenteignen,zwangsenteignet,haben
abstammen,abgestammt,sein
einheben,eingehoben,haben
anleiten,angeleitet,haben
herausheben,herausgehoben,haben
kurzarbeiten,kurzgearbeitet,haben
abmühen,abgemüht,haben
verteuern,verteuert,haben
wiedergutmachen,wiedergutgemacht,haben
überreagieren,überreagiert,haben
pfetzen,gepfetzt,haben
floppen,gefloppt,haben
abhören,abgehört,haben
längen,gelängt,haben
gischten,gegischtet,haben
gischen,gegischt,haben
überhitzen,überhitzt,haben
plagiieren,plagiiert,haben
abwinken,abgewinkt,haben
vorweisen,vorgewiesen,haben
pfänden,gepfändet,haben
verkühlen,verkühlt,haben
verlauten,verlautet,haben
mitbekommen,mitbekommen,haben
parodieren,parodiert,haben
auskragen,ausgekragt,haben
zurückführen,zurückgeführt,haben
vorsagen,vorgesagt,haben
vorwärmen,vorgewärmt,haben
kapseln,gekapselt,haben
verschüttgehen,verschüttgegangen,sein
verlorengehen,verlorengegangen,sein
zerspalten,zerspaltet,haben
zerquetschen,zerquetscht,haben
nachbesetzen,nachbesetzt,haben
ankirren,angekirrt,haben
abwetzen,abgewetzt,haben<!--Das in einigen Standardreferenzen angegebene Hilfsverb „sein“ gehört zu einer weiteren Bedeutung-->
beiliegen,beigelegen,haben
kanalisieren,kanalisiert,haben
harmonieren,harmoniert,haben
niederkämpfen,niedergekämpft,haben
darbieten,dargeboten,haben
deregulieren,dereguliert,haben
ausprägen,ausgeprägt,haben
fristen,gefristet,haben
adstringieren,adstringiert,haben
nostrifizieren,nostrifiziert,haben
gentrifizieren,gentrifiziert,haben
personifizieren,personifiziert,haben
vermenschlichen,vermenschlicht,haben
verkörpern,verkörpert,haben
nebeneinanderlegen,nebeneinandergelegt,haben
aneinanderlegen,aneinandergelegt,haben
umstülpen,umgestülpt,haben
hinterziehen,hinterzogen,haben
einrahmen,eingerahmt,haben
ausdringen,ausgedrungen,sein
herausreißen,herausgerissen,haben
überreißen,überrissen,haben
anblasen,angeblasen,haben
internationalisieren,internationalisiert,haben
wirten,gewirtet,haben
überbieten,überboten,haben
prävalieren,prävaliert,haben
umstimmen,umgestimmt,haben
einmummen,eingemummt,haben
facebooken,gefacebookt,haben
vermanschen,vermanscht,haben
zusammenschreiben,zusammengeschrieben,haben
anleinen,angeleint,haben
zerrinnen,zerronnen,sein
zerknüllen,zerknüllt,haben
abdampfen,abgedampft,haben
